"ORIGIN NET (mindspore)","TARGET NET (pytorch)"
"NN_Conv2d_869","NN_Conv2d_869"
"NN_Conv2d_870","NN_Conv2d_870"
"NN_Conv2d_871","NN_Conv2d_871"
"NN_Conv2d_872","NN_Conv2d_872"
"","LAYER_features_dense_3_4_bn2"
"NN_BatchNorm2d_873","NN_BatchNorm2d_873"
"NN_BatchNorm2d_874","NN_BatchNorm2d_874"
"NN_BatchNorm2d_875","NN_BatchNorm2d_875"
"NN_BatchNorm2d_876","NN_BatchNorm2d_876"
"NN_BatchNorm2d_877","NN_BatchNorm2d_877"
"NN_BatchNorm2d_878","NN_BatchNorm2d_878"
"NN_BatchNorm2d_879","NN_BatchNorm2d_879"
"NN_BatchNorm2d_880","NN_BatchNorm2d_880"
"NN_BatchNorm2d_881","NN_BatchNorm2d_881"
"Functional_relu_96","Functional_relu_96"
"","LAYER_features_dense_3_4_conv2"
"NN_Conv2d_873","NN_Conv2d_873"
"NN_Conv2d_874","NN_Conv2d_874"
"NN_Conv2d_875","NN_Conv2d_875"
"NN_Conv2d_876","NN_Conv2d_876"
"NN_Conv2d_877","NN_Conv2d_877"
"NN_Conv2d_878","NN_Conv2d_878"
"NN_Conv2d_879","NN_Conv2d_879"
"NN_Conv2d_880","NN_Conv2d_880"
"NN_Conv2d_881","NN_Conv2d_881"
"Functional_concat_46","Torch_cat_46
LAYER_features_dense_3_4
LAYER_features_dense_3_5_bn1"
"NN_BatchNorm2d_882","NN_BatchNorm2d_882"
"NN_BatchNorm2d_883","NN_BatchNorm2d_883"
"NN_BatchNorm2d_884","NN_BatchNorm2d_884"
"NN_BatchNorm2d_885","NN_BatchNorm2d_885"
"NN_BatchNorm2d_886","NN_BatchNorm2d_886"
"NN_BatchNorm2d_887","NN_BatchNorm2d_887"
"NN_BatchNorm2d_888","NN_BatchNorm2d_888"
"NN_BatchNorm2d_889","NN_BatchNorm2d_889"
"NN_BatchNorm2d_890","NN_BatchNorm2d_890"
"Functional_relu_97","Functional_relu_97"
"","LAYER_features_dense_3_5_conv1"
"NN_Conv2d_882","NN_Conv2d_882"
"NN_Conv2d_883","NN_Conv2d_883"
"NN_Conv2d_884","NN_Conv2d_884"
"NN_Conv2d_885","NN_Conv2d_885"
"NN_Conv2d_886","NN_Conv2d_886"
"NN_Conv2d_887","NN_Conv2d_887"
"NN_Conv2d_888","NN_Conv2d_888"
"NN_Conv2d_889","NN_Conv2d_889"
"NN_Conv2d_890","NN_Conv2d_890"
"","LAYER_features_dense_3_5_bn2"
"NN_BatchNorm2d_891","NN_BatchNorm2d_891"
"NN_BatchNorm2d_892","NN_BatchNorm2d_892"
"NN_BatchNorm2d_893","NN_BatchNorm2d_893"
"NN_BatchNorm2d_894","NN_BatchNorm2d_894"
"NN_BatchNorm2d_895","NN_BatchNorm2d_895"
"NN_BatchNorm2d_896","NN_BatchNorm2d_896"
"NN_BatchNorm2d_897","NN_BatchNorm2d_897"
"NN_BatchNorm2d_898","NN_BatchNorm2d_898"
"NN_BatchNorm2d_899","NN_BatchNorm2d_899"
"Functional_relu_98","Functional_relu_98"
"","LAYER_features_dense_3_5_conv2"
"NN_Conv2d_891","NN_Conv2d_891"
"NN_Conv2d_892","NN_Conv2d_892"
"NN_Conv2d_893","NN_Conv2d_893"
"NN_Conv2d_894","NN_Conv2d_894"
"NN_Conv2d_895","NN_Conv2d_895"
"NN_Conv2d_896","NN_Conv2d_896"
"NN_Conv2d_897","NN_Conv2d_897"
"NN_Conv2d_898","NN_Conv2d_898"
"NN_Conv2d_899","NN_Conv2d_899"
"Functional_concat_47","Torch_cat_47
LAYER_features_dense_3_5
LAYER_features_dense_3_6_bn1"
"NN_BatchNorm2d_900","NN_BatchNorm2d_900"
"NN_BatchNorm2d_901","NN_BatchNorm2d_901"
"NN_BatchNorm2d_902","NN_BatchNorm2d_902"
"NN_BatchNorm2d_903","NN_BatchNorm2d_903"
"NN_BatchNorm2d_904","NN_BatchNorm2d_904"
"NN_BatchNorm2d_905","NN_BatchNorm2d_905"
"NN_BatchNorm2d_906","NN_BatchNorm2d_906"
"NN_BatchNorm2d_907","NN_BatchNorm2d_907"
"NN_BatchNorm2d_908","NN_BatchNorm2d_908"
"Functional_relu_99","Functional_relu_99"
"","LAYER_features_dense_3_6_conv1"
"NN_Conv2d_900","NN_Conv2d_900"
"NN_Conv2d_901","NN_Conv2d_901"
"NN_Conv2d_902","NN_Conv2d_902"
"NN_Conv2d_903","NN_Conv2d_903"
"NN_Conv2d_904","NN_Conv2d_904"
"NN_Conv2d_905","NN_Conv2d_905"
"NN_Conv2d_906","NN_Conv2d_906"
"NN_Conv2d_907","NN_Conv2d_907"
"NN_Conv2d_908","NN_Conv2d_908"
"","LAYER_features_dense_3_6_bn2"
"NN_BatchNorm2d_909","NN_BatchNorm2d_909"
"NN_BatchNorm2d_910","NN_BatchNorm2d_910"
"NN_BatchNorm2d_911","NN_BatchNorm2d_911"
"NN_BatchNorm2d_912","NN_BatchNorm2d_912"
"NN_BatchNorm2d_913","NN_BatchNorm2d_913"
"NN_BatchNorm2d_914","NN_BatchNorm2d_914"
"NN_BatchNorm2d_915","NN_BatchNorm2d_915"
"NN_BatchNorm2d_916","NN_BatchNorm2d_916"
"NN_BatchNorm2d_917","NN_BatchNorm2d_917"
"Functional_relu_100","Functional_relu_100"
"","LAYER_features_dense_3_6_conv2"
"NN_Conv2d_909","NN_Conv2d_909"
"NN_Conv2d_910","NN_Conv2d_910"
"NN_Conv2d_911","NN_Conv2d_911"
"NN_Conv2d_912","NN_Conv2d_912"
"NN_Conv2d_913","NN_Conv2d_913"
"NN_Conv2d_914","NN_Conv2d_914"
"NN_Conv2d_915","NN_Conv2d_915"
"NN_Conv2d_916","NN_Conv2d_916"
"NN_Conv2d_917","NN_Conv2d_917"
"Functional_concat_48","Torch_cat_48
LAYER_features_dense_3_6
LAYER_features_dense_3_7_bn1"
"NN_BatchNorm2d_918","NN_BatchNorm2d_918"
"NN_BatchNorm2d_919","NN_BatchNorm2d_919"
"NN_BatchNorm2d_920","NN_BatchNorm2d_920"
"NN_BatchNorm2d_921","NN_BatchNorm2d_921"
"NN_BatchNorm2d_922","NN_BatchNorm2d_922"
"NN_BatchNorm2d_923","NN_BatchNorm2d_923"
"NN_BatchNorm2d_924","NN_BatchNorm2d_924"
"NN_BatchNorm2d_925","NN_BatchNorm2d_925"
"NN_BatchNorm2d_926","NN_BatchNorm2d_926"
"Functional_relu_101","Functional_relu_101"
"","LAYER_features_dense_3_7_conv1"
"NN_Conv2d_918","NN_Conv2d_918"
"NN_Conv2d_919","NN_Conv2d_919"
"NN_Conv2d_920","NN_Conv2d_920"
"NN_Conv2d_921","NN_Conv2d_921"
"NN_Conv2d_922","NN_Conv2d_922"
"NN_Conv2d_923","NN_Conv2d_923"
"NN_Conv2d_924","NN_Conv2d_924"
"NN_Conv2d_925","NN_Conv2d_925"
"NN_Conv2d_926","NN_Conv2d_926"
"","LAYER_features_dense_3_7_bn2"
"NN_BatchNorm2d_927","NN_BatchNorm2d_927"
"NN_BatchNorm2d_928","NN_BatchNorm2d_928"
"NN_BatchNorm2d_929","NN_BatchNorm2d_929"
"NN_BatchNorm2d_930","NN_BatchNorm2d_930"
"NN_BatchNorm2d_931","NN_BatchNorm2d_931"
"NN_BatchNorm2d_932","NN_BatchNorm2d_932"
"NN_BatchNorm2d_933","NN_BatchNorm2d_933"
"NN_BatchNorm2d_934","NN_BatchNorm2d_934"
"NN_BatchNorm2d_935","NN_BatchNorm2d_935"
"Functional_relu_102","Functional_relu_102"
"","LAYER_features_dense_3_7_conv2"
"NN_Conv2d_927","NN_Conv2d_927"
"NN_Conv2d_928","NN_Conv2d_928"
"NN_Conv2d_929","NN_Conv2d_929"
"NN_Conv2d_930","NN_Conv2d_930"
"NN_Conv2d_931","NN_Conv2d_931"
"NN_Conv2d_932","NN_Conv2d_932"
"NN_Conv2d_933","NN_Conv2d_933"
"NN_Conv2d_934","NN_Conv2d_934"
"NN_Conv2d_935","NN_Conv2d_935"
"Functional_concat_49","Torch_cat_49
LAYER_features_dense_3_7
LAYER_features_dense_3_8_bn1"
"NN_BatchNorm2d_936","NN_BatchNorm2d_936"
"NN_BatchNorm2d_937","NN_BatchNorm2d_937"
"NN_BatchNorm2d_938","NN_BatchNorm2d_938"
"NN_BatchNorm2d_939","NN_BatchNorm2d_939"
"NN_BatchNorm2d_940","NN_BatchNorm2d_940"
"NN_BatchNorm2d_941","NN_BatchNorm2d_941"
"NN_BatchNorm2d_942","NN_BatchNorm2d_942"
"NN_BatchNorm2d_943","NN_BatchNorm2d_943"
"NN_BatchNorm2d_944","NN_BatchNorm2d_944"
"Functional_relu_103","Functional_relu_103"
"","LAYER_features_dense_3_8_conv1"
"NN_Conv2d_936","NN_Conv2d_936"
"NN_Conv2d_937","NN_Conv2d_937"
"NN_Conv2d_938","NN_Conv2d_938"
"NN_Conv2d_939","NN_Conv2d_939"
"NN_Conv2d_940","NN_Conv2d_940"
"NN_Conv2d_941","NN_Conv2d_941"
"NN_Conv2d_942","NN_Conv2d_942"
"NN_Conv2d_943","NN_Conv2d_943"
"NN_Conv2d_944","NN_Conv2d_944"
"","LAYER_features_dense_3_8_bn2"
"NN_BatchNorm2d_945","NN_BatchNorm2d_945"
"NN_BatchNorm2d_946","NN_BatchNorm2d_946"
"NN_BatchNorm2d_947","NN_BatchNorm2d_947"
"NN_BatchNorm2d_948","NN_BatchNorm2d_948"
"NN_BatchNorm2d_949","NN_BatchNorm2d_949"
"NN_BatchNorm2d_950","NN_BatchNorm2d_950"
"NN_BatchNorm2d_951","NN_BatchNorm2d_951"
"NN_BatchNorm2d_952","NN_BatchNorm2d_952"
"NN_BatchNorm2d_953","NN_BatchNorm2d_953"
"Functional_relu_104","Functional_relu_104"
"","LAYER_features_dense_3_8_conv2"
"NN_Conv2d_945","NN_Conv2d_945"
"NN_Conv2d_946","NN_Conv2d_946"
"NN_Conv2d_947","NN_Conv2d_947"
"NN_Conv2d_948","NN_Conv2d_948"
"NN_Conv2d_949","NN_Conv2d_949"
"NN_Conv2d_950","NN_Conv2d_950"
"NN_Conv2d_951","NN_Conv2d_951"
"NN_Conv2d_952","NN_Conv2d_952"
"NN_Conv2d_953","NN_Conv2d_953"
"Functional_concat_50","Torch_cat_50
LAYER_features_dense_3_8
LAYER_features_dense_3_9_bn1"
"NN_BatchNorm2d_954","NN_BatchNorm2d_954"
"NN_BatchNorm2d_955","NN_BatchNorm2d_955"
"NN_BatchNorm2d_956","NN_BatchNorm2d_956"
"NN_BatchNorm2d_957","NN_BatchNorm2d_957"
"NN_BatchNorm2d_958","NN_BatchNorm2d_958"
"NN_BatchNorm2d_959","NN_BatchNorm2d_959"
"NN_BatchNorm2d_960","NN_BatchNorm2d_960"
"NN_BatchNorm2d_961","NN_BatchNorm2d_961"
"NN_BatchNorm2d_962","NN_BatchNorm2d_962"
"Functional_relu_105","Functional_relu_105"
"","LAYER_features_dense_3_9_conv1"
"NN_Conv2d_954","NN_Conv2d_954"
"NN_Conv2d_955","NN_Conv2d_955"
"NN_Conv2d_956","NN_Conv2d_956"
"NN_Conv2d_957","NN_Conv2d_957"
"NN_Conv2d_958","NN_Conv2d_958"
"NN_Conv2d_959","NN_Conv2d_959"
"NN_Conv2d_960","NN_Conv2d_960"
"NN_Conv2d_961","NN_Conv2d_961"
"NN_Conv2d_962","NN_Conv2d_962"
"","LAYER_features_dense_3_9_bn2"
"NN_BatchNorm2d_963","NN_BatchNorm2d_963"
"NN_BatchNorm2d_964","NN_BatchNorm2d_964"
"NN_BatchNorm2d_965","NN_BatchNorm2d_965"
"NN_BatchNorm2d_966","NN_BatchNorm2d_966"
"NN_BatchNorm2d_967","NN_BatchNorm2d_967"
"NN_BatchNorm2d_968","NN_BatchNorm2d_968"
"NN_BatchNorm2d_969","NN_BatchNorm2d_969"
"NN_BatchNorm2d_970","NN_BatchNorm2d_970"
"NN_BatchNorm2d_971","NN_BatchNorm2d_971"
"Functional_relu_106","Functional_relu_106"
"","LAYER_features_dense_3_9_conv2"
"NN_Conv2d_963","NN_Conv2d_963"
"NN_Conv2d_964","NN_Conv2d_964"
"NN_Conv2d_965","NN_Conv2d_965"
"NN_Conv2d_966","NN_Conv2d_966"
"NN_Conv2d_967","NN_Conv2d_967"
"NN_Conv2d_968","NN_Conv2d_968"
"NN_Conv2d_969","NN_Conv2d_969"
"NN_Conv2d_970","NN_Conv2d_970"
"NN_Conv2d_971","NN_Conv2d_971"
"Functional_concat_51","Torch_cat_51
LAYER_features_dense_3_9
LAYER_features_dense_3_10_bn1"
"NN_BatchNorm2d_972","NN_BatchNorm2d_972"
"NN_BatchNorm2d_973","NN_BatchNorm2d_973"
"NN_BatchNorm2d_974","NN_BatchNorm2d_974"
"NN_BatchNorm2d_975","NN_BatchNorm2d_975"
"NN_BatchNorm2d_976","NN_BatchNorm2d_976"
"NN_BatchNorm2d_977","NN_BatchNorm2d_977"
"NN_BatchNorm2d_978","NN_BatchNorm2d_978"
"NN_BatchNorm2d_979","NN_BatchNorm2d_979"
"NN_BatchNorm2d_980","NN_BatchNorm2d_980"
"Functional_relu_107","Functional_relu_107"
"","LAYER_features_dense_3_10_conv1"
"NN_Conv2d_972","NN_Conv2d_972"
"NN_Conv2d_973","NN_Conv2d_973"
"NN_Conv2d_974","NN_Conv2d_974"
"NN_Conv2d_975","NN_Conv2d_975"
"NN_Conv2d_976","NN_Conv2d_976"
"NN_Conv2d_977","NN_Conv2d_977"
"NN_Conv2d_978","NN_Conv2d_978"
"NN_Conv2d_979","NN_Conv2d_979"
"NN_Conv2d_980","NN_Conv2d_980"
"","LAYER_features_dense_3_10_bn2"
"NN_BatchNorm2d_981","NN_BatchNorm2d_981"
"NN_BatchNorm2d_982","NN_BatchNorm2d_982"
"NN_BatchNorm2d_983","NN_BatchNorm2d_983"
"NN_BatchNorm2d_984","NN_BatchNorm2d_984"
"NN_BatchNorm2d_985","NN_BatchNorm2d_985"
"NN_BatchNorm2d_986","NN_BatchNorm2d_986"
"NN_BatchNorm2d_987","NN_BatchNorm2d_987"
"NN_BatchNorm2d_988","NN_BatchNorm2d_988"
"NN_BatchNorm2d_989","NN_BatchNorm2d_989"
"Functional_relu_108","Functional_relu_108"
"","LAYER_features_dense_3_10_conv2"
"NN_Conv2d_981","NN_Conv2d_981"
"NN_Conv2d_982","NN_Conv2d_982"
"NN_Conv2d_983","NN_Conv2d_983"
"NN_Conv2d_984","NN_Conv2d_984"
"NN_Conv2d_985","NN_Conv2d_985"
"NN_Conv2d_986","NN_Conv2d_986"
"NN_Conv2d_987","NN_Conv2d_987"
"NN_Conv2d_988","NN_Conv2d_988"
"NN_Conv2d_989","NN_Conv2d_989"
"Functional_concat_52","Torch_cat_52
LAYER_features_dense_3_10
LAYER_features_dense_3_11_bn1"
"NN_BatchNorm2d_990","NN_BatchNorm2d_990"
"NN_BatchNorm2d_991","NN_BatchNorm2d_991"
"NN_BatchNorm2d_992","NN_BatchNorm2d_992"
"NN_BatchNorm2d_993","NN_BatchNorm2d_993"
"NN_BatchNorm2d_994","NN_BatchNorm2d_994"
"NN_BatchNorm2d_995","NN_BatchNorm2d_995"
"NN_BatchNorm2d_996","NN_BatchNorm2d_996"
"NN_BatchNorm2d_997","NN_BatchNorm2d_997"
"NN_BatchNorm2d_998","NN_BatchNorm2d_998"
"Functional_relu_109","Functional_relu_109"
"","LAYER_features_dense_3_11_conv1"
"NN_Conv2d_990","NN_Conv2d_990"
"NN_Conv2d_991","NN_Conv2d_991"
"NN_Conv2d_992","NN_Conv2d_992"
"NN_Conv2d_993","NN_Conv2d_993"
"NN_Conv2d_994","NN_Conv2d_994"
"NN_Conv2d_995","NN_Conv2d_995"
"NN_Conv2d_996","NN_Conv2d_996"
"NN_Conv2d_997","NN_Conv2d_997"
"NN_Conv2d_998","NN_Conv2d_998"
"","LAYER_features_dense_3_11_bn2"
"NN_BatchNorm2d_999","NN_BatchNorm2d_999"
"NN_BatchNorm2d_1000","NN_BatchNorm2d_1000"
"NN_BatchNorm2d_1001","NN_BatchNorm2d_1001"
"NN_BatchNorm2d_1002","NN_BatchNorm2d_1002"
"NN_BatchNorm2d_1003","NN_BatchNorm2d_1003"
"NN_BatchNorm2d_1004","NN_BatchNorm2d_1004"
"NN_BatchNorm2d_1005","NN_BatchNorm2d_1005"
"NN_BatchNorm2d_1006","NN_BatchNorm2d_1006"
"NN_BatchNorm2d_1007","NN_BatchNorm2d_1007"
"Functional_relu_110","Functional_relu_110"
"","LAYER_features_dense_3_11_conv2"
"NN_Conv2d_999","NN_Conv2d_999"
"NN_Conv2d_1000","NN_Conv2d_1000"
"NN_Conv2d_1001","NN_Conv2d_1001"
"NN_Conv2d_1002","NN_Conv2d_1002"
"NN_Conv2d_1003","NN_Conv2d_1003"
"NN_Conv2d_1004","NN_Conv2d_1004"
"NN_Conv2d_1005","NN_Conv2d_1005"
"NN_Conv2d_1006","NN_Conv2d_1006"
"NN_Conv2d_1007","NN_Conv2d_1007"
"Functional_concat_53","Torch_cat_53
LAYER_features_dense_3_11
LAYER_features_dense_3_12_bn1"
"NN_BatchNorm2d_1008","NN_BatchNorm2d_1008"
"NN_BatchNorm2d_1009","NN_BatchNorm2d_1009"
"NN_BatchNorm2d_1010","NN_BatchNorm2d_1010"
"NN_BatchNorm2d_1011","NN_BatchNorm2d_1011"
"NN_BatchNorm2d_1012","NN_BatchNorm2d_1012"
"NN_BatchNorm2d_1013","NN_BatchNorm2d_1013"
"NN_BatchNorm2d_1014","NN_BatchNorm2d_1014"
"NN_BatchNorm2d_1015","NN_BatchNorm2d_1015"
"NN_BatchNorm2d_1016","NN_BatchNorm2d_1016"
"Functional_relu_111","Functional_relu_111"
"","LAYER_features_dense_3_12_conv1"
"NN_Conv2d_1008","NN_Conv2d_1008"
"NN_Conv2d_1009","NN_Conv2d_1009"
"NN_Conv2d_1010","NN_Conv2d_1010"
"NN_Conv2d_1011","NN_Conv2d_1011"
"NN_Conv2d_1012","NN_Conv2d_1012"
"NN_Conv2d_1013","NN_Conv2d_1013"
"NN_Conv2d_1014","NN_Conv2d_1014"
"NN_Conv2d_1015","NN_Conv2d_1015"
"NN_Conv2d_1016","NN_Conv2d_1016"
"","LAYER_features_dense_3_12_bn2"
"NN_BatchNorm2d_1017","NN_BatchNorm2d_1017"
"NN_BatchNorm2d_1018","NN_BatchNorm2d_1018"
"NN_BatchNorm2d_1019","NN_BatchNorm2d_1019"
"NN_BatchNorm2d_1020","NN_BatchNorm2d_1020"
"NN_BatchNorm2d_1021","NN_BatchNorm2d_1021"
"NN_BatchNorm2d_1022","NN_BatchNorm2d_1022"
"NN_BatchNorm2d_1023","NN_BatchNorm2d_1023"
"NN_BatchNorm2d_1024","NN_BatchNorm2d_1024"
"NN_BatchNorm2d_1025","NN_BatchNorm2d_1025"
"Functional_relu_112","Functional_relu_112"
"","LAYER_features_dense_3_12_conv2"
"NN_Conv2d_1017","NN_Conv2d_1017"
"NN_Conv2d_1018","NN_Conv2d_1018"
"NN_Conv2d_1019","NN_Conv2d_1019"
"NN_Conv2d_1020","NN_Conv2d_1020"
"NN_Conv2d_1021","NN_Conv2d_1021"
"NN_Conv2d_1022","NN_Conv2d_1022"
"NN_Conv2d_1023","NN_Conv2d_1023"
"NN_Conv2d_1024","NN_Conv2d_1024"
"NN_Conv2d_1025","NN_Conv2d_1025"
"Functional_concat_54","Torch_cat_54
LAYER_features_dense_3_12
LAYER_features_dense_3_13_bn1"
"NN_BatchNorm2d_1026","NN_BatchNorm2d_1026"
"NN_BatchNorm2d_1027","NN_BatchNorm2d_1027"
"NN_BatchNorm2d_1028","NN_BatchNorm2d_1028"
"NN_BatchNorm2d_1029","NN_BatchNorm2d_1029"
"NN_BatchNorm2d_1030","NN_BatchNorm2d_1030"
"NN_BatchNorm2d_1031","NN_BatchNorm2d_1031"
"NN_BatchNorm2d_1032","NN_BatchNorm2d_1032"
"NN_BatchNorm2d_1033","NN_BatchNorm2d_1033"
"NN_BatchNorm2d_1034","NN_BatchNorm2d_1034"
"Functional_relu_113","Functional_relu_113"
"","LAYER_features_dense_3_13_conv1"
"NN_Conv2d_1026","NN_Conv2d_1026"
"NN_Conv2d_1027","NN_Conv2d_1027"
"NN_Conv2d_1028","NN_Conv2d_1028"
"NN_Conv2d_1029","NN_Conv2d_1029"
"NN_Conv2d_1030","NN_Conv2d_1030"
"NN_Conv2d_1031","NN_Conv2d_1031"
"NN_Conv2d_1032","NN_Conv2d_1032"
"NN_Conv2d_1033","NN_Conv2d_1033"
"NN_Conv2d_1034","NN_Conv2d_1034"
"","LAYER_features_dense_3_13_bn2"
"NN_BatchNorm2d_1035","NN_BatchNorm2d_1035"
"NN_BatchNorm2d_1036","NN_BatchNorm2d_1036"
"NN_BatchNorm2d_1037","NN_BatchNorm2d_1037"
"NN_BatchNorm2d_1038","NN_BatchNorm2d_1038"
"NN_BatchNorm2d_1039","NN_BatchNorm2d_1039"
"NN_BatchNorm2d_1040","NN_BatchNorm2d_1040"
"NN_BatchNorm2d_1041","NN_BatchNorm2d_1041"
"NN_BatchNorm2d_1042","NN_BatchNorm2d_1042"
"NN_BatchNorm2d_1043","NN_BatchNorm2d_1043"
"Functional_relu_114","Functional_relu_114"
"","LAYER_features_dense_3_13_conv2"
"NN_Conv2d_1035","NN_Conv2d_1035"
"NN_Conv2d_1036","NN_Conv2d_1036"
"NN_Conv2d_1037","NN_Conv2d_1037"
"NN_Conv2d_1038","NN_Conv2d_1038"
"NN_Conv2d_1039","NN_Conv2d_1039"
"NN_Conv2d_1040","NN_Conv2d_1040"
"NN_Conv2d_1041","NN_Conv2d_1041"
"NN_Conv2d_1042","NN_Conv2d_1042"
"NN_Conv2d_1043","NN_Conv2d_1043"
"Functional_concat_55","Torch_cat_55
LAYER_features_dense_3_13
LAYER_features_dense_3_14_bn1"
"NN_BatchNorm2d_1044","NN_BatchNorm2d_1044"
"NN_BatchNorm2d_1045","NN_BatchNorm2d_1045"
"NN_BatchNorm2d_1046","NN_BatchNorm2d_1046"
"NN_BatchNorm2d_1047","NN_BatchNorm2d_1047"
"NN_BatchNorm2d_1048","NN_BatchNorm2d_1048"
"NN_BatchNorm2d_1049","NN_BatchNorm2d_1049"
"NN_BatchNorm2d_1050","NN_BatchNorm2d_1050"
"NN_BatchNorm2d_1051","NN_BatchNorm2d_1051"
"NN_BatchNorm2d_1052","NN_BatchNorm2d_1052"
"Functional_relu_115","Functional_relu_115"
"","LAYER_features_dense_3_14_conv1"
"NN_Conv2d_1044","NN_Conv2d_1044"
"NN_Conv2d_1045","NN_Conv2d_1045"
"NN_Conv2d_1046","NN_Conv2d_1046"
"NN_Conv2d_1047","NN_Conv2d_1047"
"NN_Conv2d_1048","NN_Conv2d_1048"
"NN_Conv2d_1049","NN_Conv2d_1049"
"NN_Conv2d_1050","NN_Conv2d_1050"
"NN_Conv2d_1051","NN_Conv2d_1051"
"NN_Conv2d_1052","NN_Conv2d_1052"
"","LAYER_features_dense_3_14_bn2"
"NN_BatchNorm2d_1053","NN_BatchNorm2d_1053"
"NN_BatchNorm2d_1054","NN_BatchNorm2d_1054"
"NN_BatchNorm2d_1055","NN_BatchNorm2d_1055"
"NN_BatchNorm2d_1056","NN_BatchNorm2d_1056"
"NN_BatchNorm2d_1057","NN_BatchNorm2d_1057"
"NN_BatchNorm2d_1058","NN_BatchNorm2d_1058"
"NN_BatchNorm2d_1059","NN_BatchNorm2d_1059"
"NN_BatchNorm2d_1060","NN_BatchNorm2d_1060"
"NN_BatchNorm2d_1061","NN_BatchNorm2d_1061"
"Functional_relu_116","Functional_relu_116"
"","LAYER_features_dense_3_14_conv2"
"NN_Conv2d_1053","NN_Conv2d_1053"
"NN_Conv2d_1054","NN_Conv2d_1054"
"NN_Conv2d_1055","NN_Conv2d_1055"
"NN_Conv2d_1056","NN_Conv2d_1056"
"NN_Conv2d_1057","NN_Conv2d_1057"
"NN_Conv2d_1058","NN_Conv2d_1058"
"NN_Conv2d_1059","NN_Conv2d_1059"
"NN_Conv2d_1060","NN_Conv2d_1060"
"NN_Conv2d_1061","NN_Conv2d_1061"
"Functional_concat_56","Torch_cat_56
LAYER_features_dense_3_14
LAYER_features_dense_3_15_bn1"
"NN_BatchNorm2d_1062","NN_BatchNorm2d_1062"
"NN_BatchNorm2d_1063","NN_BatchNorm2d_1063"
"NN_BatchNorm2d_1064","NN_BatchNorm2d_1064"
"NN_BatchNorm2d_1065","NN_BatchNorm2d_1065"
"NN_BatchNorm2d_1066","NN_BatchNorm2d_1066"
"NN_BatchNorm2d_1067","NN_BatchNorm2d_1067"
"NN_BatchNorm2d_1068","NN_BatchNorm2d_1068"
"NN_BatchNorm2d_1069","NN_BatchNorm2d_1069"
"NN_BatchNorm2d_1070","NN_BatchNorm2d_1070"
"Functional_relu_117","Functional_relu_117"
"","LAYER_features_dense_3_15_conv1"
"NN_Conv2d_1062","NN_Conv2d_1062"
"NN_Conv2d_1063","NN_Conv2d_1063"
"NN_Conv2d_1064","NN_Conv2d_1064"
"NN_Conv2d_1065","NN_Conv2d_1065"
"NN_Conv2d_1066","NN_Conv2d_1066"
"NN_Conv2d_1067","NN_Conv2d_1067"
"NN_Conv2d_1068","NN_Conv2d_1068"
"NN_Conv2d_1069","NN_Conv2d_1069"
"NN_Conv2d_1070","NN_Conv2d_1070"
"","LAYER_features_dense_3_15_bn2"
"NN_BatchNorm2d_1071","NN_BatchNorm2d_1071"
"NN_BatchNorm2d_1072","NN_BatchNorm2d_1072"
"NN_BatchNorm2d_1073","NN_BatchNorm2d_1073"
"NN_BatchNorm2d_1074","NN_BatchNorm2d_1074"
"NN_BatchNorm2d_1075","NN_BatchNorm2d_1075"
"NN_BatchNorm2d_1076","NN_BatchNorm2d_1076"
"NN_BatchNorm2d_1077","NN_BatchNorm2d_1077"
"NN_BatchNorm2d_1078","NN_BatchNorm2d_1078"
"NN_BatchNorm2d_1079","NN_BatchNorm2d_1079"
"Functional_relu_118","Functional_relu_118"
"","LAYER_features_dense_3_15_conv2"
"NN_Conv2d_1071","NN_Conv2d_1071"
"NN_Conv2d_1072","NN_Conv2d_1072"
"NN_Conv2d_1073","NN_Conv2d_1073"
"NN_Conv2d_1074","NN_Conv2d_1074"
"NN_Conv2d_1075","NN_Conv2d_1075"
"NN_Conv2d_1076","NN_Conv2d_1076"
"NN_Conv2d_1077","NN_Conv2d_1077"
"NN_Conv2d_1078","NN_Conv2d_1078"
"NN_Conv2d_1079","NN_Conv2d_1079"
"Functional_concat_57","Torch_cat_57
LAYER_features_dense_3_15
LAYER_features_dense_3
LAYER_features_final_bn"
"NN_BatchNorm2d_1080","NN_BatchNorm2d_1080"
"NN_BatchNorm2d_1081","NN_BatchNorm2d_1081"
"NN_BatchNorm2d_1082","NN_BatchNorm2d_1082"
"NN_BatchNorm2d_1083","NN_BatchNorm2d_1083"
"NN_BatchNorm2d_1084","NN_BatchNorm2d_1084"
"NN_BatchNorm2d_1085","NN_BatchNorm2d_1085"
"NN_BatchNorm2d_1086","NN_BatchNorm2d_1086"
"NN_BatchNorm2d_1087","NN_BatchNorm2d_1087"
"NN_BatchNorm2d_1088","NN_BatchNorm2d_1088"
"","LAYER_features_relu_end"
"NN_ReLU_9","NN_ReLU_9"
"NN_ReLU_10","NN_ReLU_10"
"NN_ReLU_11","NN_ReLU_11"
"NN_ReLU_12","NN_ReLU_12"
"NN_ReLU_13","NN_ReLU_13"
"NN_ReLU_14","NN_ReLU_14"
"NN_ReLU_15","NN_ReLU_15"
"NN_ReLU_16","NN_ReLU_16"
"NN_ReLU_17","NN_ReLU_17"
"","LAYER_features_avgpool"
